X,Y,Name,description,Longitude__X_,Latitude__Y_
-156.358554,20.933267,Hookipa Beach Park,Longitude (X): -156.358554<br>Latitude (Y): 20.933267,-156.358554,20.933267
-118.00166,33.65581,Huntington Beach,Longitude (X): -118.00166<br>Latitude (Y): 33.65581,-118.00166,33.65581
-81.388433,30.288738,Jacksonville Beach,Longitude (X): -81.388433<br>Latitude (Y): 30.288738,-81.388433,30.288738
-80.05689,26.89293,Juno Pier,Longitude (X): -80.05689<br>Latitude (Y): 26.89293,-80.05689,26.89293
-80.071841,26.943364,Jupiter Inlet,Longitude (X): -80.071841<br>Latitude (Y): 26.943364,-80.071841,26.943364
-135.84267,57.06227,Kai's Place,Longitude (X): -135.84267<br>Latitude (Y): 57.06227,-135.84267,57.06227
-159.351867,21.96034,Kalapaki Beach,Longitude (X): -159.351867<br>Latitude (Y): 21.96034,-159.351867,21.96034
-159.30547,22.097535,Kealia Beach,Longitude (X): -159.30547<br>Latitude (Y): 22.097535,-159.30547,22.097535
-155.774082,20.241905,Kohala Lighthouse,Longitude (X): -155.774082<br>Latitude (Y): 20.241905,-155.774082,20.241905
-80.0,26.612685,Lake Worth,Longitude (X): -80.0<br>Latitude (Y): 26.612685,-80,26.612685
-118.756124,34.026181,Latigo Point,Longitude (X): -118.756124<br>Latitude (Y): 34.026181,-118.756124,34.026181
-124.02095,44.95894,Lincoln City,Longitude (X): -124.02095<br>Latitude (Y): 44.95894,-124.02095,44.95894
-158.06206,21.65357,Log Cabins,Longitude (X): -158.06206<br>Latitude (Y): 21.65357,-158.06206,21.65357
-73.6526,40.58308,Long Beach,Longitude (X): -73.6526<br>Latitude (Y): 40.58308,-73.6526,40.58308
-135.61142,57.01026,Low Island,Longitude (X): -135.61142<br>Latitude (Y): 57.01026,-135.61142,57.01026
-117.58782,33.38258,Lower Trestles,Longitude (X): -117.58782<br>Latitude (Y): 33.38258,-117.58782,33.38258
-74.03276,40.11296,Manasquan Inlet,Longitude (X): -74.03276<br>Latitude (Y): 40.11296,-74.03276,40.11296
-118.41199,33.88413,Manhattan Beach,Longitude (X): -118.41199<br>Latitude (Y): 33.88413,-118.41199,33.88413
-122.49874,37.49595,Mavericks,Longitude (X): -122.49874<br>Latitude (Y): 37.49595,-122.49874,37.49595
-81.396799,30.381927,Mayport Poles,Longitude (X): -81.396799<br>Latitude (Y): 30.381927,-81.396799,30.381927
-80.556589,28.068444,Melbourne Beach,Longitude (X): -80.556589<br>Latitude (Y): 28.068444,-80.556589,28.068444
-117.58126,33.38128,Middles,Longitude (X): -117.58126<br>Latitude (Y): 33.38128,-117.58126,33.38128
-135.8458,57.04022,Neva Bay,Longitude (X): -135.8458<br>Latitude (Y): 57.04022,-135.8458,57.04022
-117.928992,33.607777,Newport Beach,Longitude (X): -117.928992<br>Latitude (Y): 33.607777,-117.928992,33.607777
-74.55691,39.28358,North Street,Longitude (X): -74.55691<br>Latitude (Y): 39.28358,-74.55691,39.28358
-80.03212,26.79407,Ocean Reef Park,Longitude (X): -80.03212<br>Latitude (Y): 26.79407,-80.03212,26.79407
-117.382904,33.192707,Oceanside,Longitude (X): -117.382904<br>Latitude (Y): 33.192707,-117.382904,33.192707
-117.38407,33.194188,Oceanside Pier,Longitude (X): -117.38407<br>Latitude (Y): 33.194188,-117.38407,33.194188
-158.05742,21.65967,Off-The-Wall,Longitude (X): -158.05742<br>Latitude (Y): 21.65967,-158.05742,21.65967
-81.03593,29.28626,Ormond Beach,Longitude (X): -81.03593<br>Latitude (Y): 29.28626,-81.03593,29.28626
-123.9681,45.20238,Pacific City,Longitude (X): -123.9681<br>Latitude (Y): 45.20238,-123.9681,45.20238
-156.30129,20.94037,Peahi-Jaws,Longitude (X): -156.30129<br>Latitude (Y): 20.94037,-156.30129,20.94037
-80.59524,28.20135,Perkins,Longitude (X): -80.59524<br>Latitude (Y): 28.20135,-80.59524,28.20135
-80.60459,28.2624,Picnic Tables,Longitude (X): -80.60459<br>Latitude (Y): 28.2624,-80.60459,28.2624
-156.044749,19.695327,Pine Trees,Longitude (X): -156.044749<br>Latitude (Y): 19.695327,-156.044749,19.695327
-121.968773,36.958202,Pleasure Point,Longitude (X): -121.968773<br>Latitude (Y): 36.958202,-121.968773,36.958202
-118.80502,34.00228,Point Dume,Longitude (X): -118.80502<br>Latitude (Y): 34.00228,-118.80502,34.00228
-80.91911,29.07893,Ponce Inlet,Longitude (X): -80.91911<br>Latitude (Y): 29.07893,-80.91911,29.07893
-135.75364,57.16898,Port Mary,Longitude (X): -135.75364<br>Latitude (Y): 57.16898,-135.75364,57.16898
-124.49892,42.74084,Port Orford,Longitude (X): -124.49892<br>Latitude (Y): 42.74084,-124.49892,42.74084
-135.84949,57.05013,Red Tree Reef,Longitude (X): -135.84949<br>Latitude (Y): 57.05013,-135.84949,57.05013
-119.47666,34.37353,Rincon Point,Longitude (X): -119.47666<br>Latitude (Y): 34.37353,-119.47666,34.37353
-124.01286,44.99541,Roads End,Longitude (X): -124.01286<br>Latitude (Y): 44.99541,-124.01286,44.99541
-73.81266,40.58393,Rockaway Beach,Longitude (X): -73.81266<br>Latitude (Y): 40.58393,-73.81266,40.58393
-123.94564,45.61447,Rockaway-Manzanita,Longitude (X): -123.94564<br>Latitude (Y): 45.61447,-123.94564,45.61447
-117.72187,33.47613,Salt Creek Beach,Longitude (X): -117.72187<br>Latitude (Y): 33.47613,-117.72187,33.47613
-117.56502,33.3728,San Onofre State Beach,Longitude (X): -117.56502<br>Latitude (Y): 33.3728,-117.56502,33.3728
-157.67171,21.28605,Sandy Beach,Longitude (X): -157.67171<br>Latitude (Y): 21.28605,-157.67171,21.28605
-135.37222,57.075443,Sandy Beach,Longitude (X): -135.37222<br>Latitude (Y): 57.075443,-135.37222,57.075443
-74.0024,40.4779,Sandy Hook,Longitude (X): -74.0024<br>Latitude (Y): 40.4779,-74.0024,40.4779
-80.58918,28.17517,Satellite Beach,Longitude (X): -80.58918<br>Latitude (Y): 28.17517,-80.58918,28.17517
-117.25433,32.86593,Scripps,Longitude (X): -117.25433<br>Latitude (Y): 32.86593,-117.25433,32.86593
-118.10684,33.73915,Seal Beach,Longitude (X): -118.10684<br>Latitude (Y): 33.73915,-118.10684,33.73915
-135.8277,57.29903,Sealion Cove,Longitude (X): -135.8277<br>Latitude (Y): 57.29903,-135.8277,57.29903
-80.447104,27.85926,Sebastian Inlet,Longitude (X): -80.447104<br>Latitude (Y): 27.85926,-80.447104,27.85926
-159.436904,21.874911,Shipwreck Beach,Longitude (X): -159.436904<br>Latitude (Y): 21.874911,-159.436904,21.874911
-135.6341,57.01139,Shoals Point,Longitude (X): -135.6341<br>Latitude (Y): 57.01139,-135.6341,57.01139
-80.547397,28.047678,Spessard Holland,Longitude (X): -80.547397<br>Latitude (Y): 28.047678,-80.547397,28.047678
-74.41742,39.35964,State's Avenue,Longitude (X): -74.41742<br>Latitude (Y): 39.35964,-74.41742,39.35964
-122.025992,36.951495,Steamer Lane,Longitude (X): -122.025992<br>Latitude (Y): 36.951495,-122.025992,36.951495
-74.91616,38.93035,Stockton,Longitude (X): -74.91616<br>Latitude (Y): 38.93035,-74.91616,38.93035
-74.76284,39.04281,Stone Harbor,Longitude (X): -74.76284<br>Latitude (Y): 39.04281,-74.76284,39.04281
-80.17431,27.21477,Stuart Public Beach,Longitude (X): -80.17431<br>Latitude (Y): 27.21477,-80.17431,27.21477
-74.50677,39.32248,Sumner Avenue,Longitude (X): -74.50677<br>Latitude (Y): 39.32248,-74.50677,39.32248
-80.96505,29.1463,Sunglow Pier,Longitude (X): -80.96505<br>Latitude (Y): 29.1463,-80.96505,29.1463
-158.044829,21.671238,Sunset Beach,Longitude (X): -158.044829<br>Latitude (Y): 21.671238,-158.044829,21.671238
-117.6174,33.416156,T-Street,Longitude (X): -117.6174<br>Latitude (Y): 33.416156,-117.6174,33.416156
-80.57892,28.13532,The Radisson,Longitude (X): -80.57892<br>Latitude (Y): 28.13532,-80.57892,28.13532
-80.60768,28.30235,The Streets,Longitude (X): -80.60768<br>Latitude (Y): 28.30235,-80.60768,28.30235
-135.36715,57.06927,The Wall,Longitude (X): -135.36715<br>Latitude (Y): 57.06927,-135.36715,57.06927
-117.88284,33.59497,The Wedge,Longitude (X): -117.88284<br>Latitude (Y): 33.59497,-117.88284,33.59497
-118.57958,34.03979,Topanga,Longitude (X): -118.57958<br>Latitude (Y): 34.03979,-118.57958,34.03979
-118.58253,34.03865,Topanga Beach,Longitude (X): -118.58253<br>Latitude (Y): 34.03865,-118.58253,34.03865
-117.59353,33.38512,Upper Trestles,Longitude (X): -117.59353<br>Latitude (Y): 33.38512,-117.59353,33.38512
-118.4744,33.98559,Venice Beach,Longitude (X): -118.4744<br>Latitude (Y): 33.98559,-118.4744,33.98559
-74.477,39.33672,Ventnor Pier,Longitude (X): -74.477<br>Latitude (Y): 39.33672,-74.477,39.33672
-80.39695,27.76337,Wabasso,Longitude (X): -80.39695<br>Latitude (Y): 27.76337,-80.39695,27.76337
-157.82283,21.27078,Waikiki Beach,Longitude (X): -157.82283<br>Latitude (Y): 21.27078,-157.82283,21.27078
-158.063385,21.639369,Waimea,Longitude (X): -158.063385<br>Latitude (Y): 21.639369,-158.063385,21.639369
-158.045,21.303579,White Plains Beach,Longitude (X): -158.045<br>Latitude (Y): 21.303579,-158.045,21.303579
-118.823177,34.016225,Zuma Beach,Longitude (X): -118.823177<br>Latitude (Y): 34.016225,-118.823177,34.016225
-9.1008285,54.2128303,Enniscrone,Longitude (X): -9.1008285<br>Latitude (Y): 54.2128303,-9.1008285,54.2128303
-9.7766891,51.4687745,Barley Cove,Longitude (X): -9.7766891<br>Latitude (Y): 51.4687745,-9.7766891,51.4687745
-9.8953054,53.7356567,Carrownisky,Longitude (X): -9.8953054<br>Latitude (Y): 53.7356567,-9.8953054,53.7356567
-9.4933322,52.7599657,Doughmore,Longitude (X): -9.4933322<br>Latitude (Y): 52.7599657,-9.4933322,52.7599657
-8.159115,55.1478084,Magheroarty,Longitude (X): -8.159115<br>Latitude (Y): 55.1478084,-8.159115,55.1478084
-6.6565438,55.2007883,Portrush,Longitude (X): -6.6565438<br>Latitude (Y): 55.2007883,-6.6565438,55.2007883
-7.613948,55.1927926,Portsalon,Longitude (X): -7.613948<br>Latitude (Y): 55.1927926,-7.613948,55.1927926
14.4175265,-22.9376218,Skeleton Bay / Donkey Bay,Longitude (X): 14.4175265<br>Latitude (Y): -22.9376218,14.4175265,-22.9376218
